skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv200,skolverket_fli_m_betyg_tcv200,skolverket_poj_m_betyg_tcv200,skolverket_tot_andel_ae_tcv200,skolverket_fli_andel_ae_tcv200,skolverket_poj_andel_ae_tcv200,skolverket_tot_gbp_tcv200,skolverket_fli_gbp_tcv200,skolverket_poj_gbp_tcv200,year
Österåker,Skärgårdsstadsskolan,73272488,Kommunal,Geografi,38,25,13,~100,~100,"100,0","13,4","13,4","13,5",2016
Österåker,Söraskolan,88712672,Kommunal,Geografi,62,27,35,"82,3","70,4",~100,"10,4","9,3","11,2",2016
Alingsås,Gustav Adolfsskolan,74064638,Kommunal,Historia,109,49,60,"83,5","85,7","81,7","11,7","11,9","11,5",2016
Alingsås,Linnéskolan,32478204,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Alvesta,Hagaskolan,67183147,Kommunal,Historia,101,51,50,"70,3","66,7","74,0","9,6","9,2","10,1",2016
Arboga,Gäddgårdsskolan 5-9,65483259,Kommunal,Historia,67,37,30,"88,1",~100,~100,"12,6","12,5","12,8",2016
Arboga,Stureskolan,13854755,Kommunal,Historia,79,43,36,"89,9","88,4",~100,"13,4","13,0","13,9",2016
Arvidsjaur,Fridhemsskolan,48373752,Kommunal,Historia,68,31,37,"82,4","77,4","86,5","11,5","11,5","11,6",2016
Avesta,Johan Olovsskolan,48240990,Kommunal,Historia,36,14,22,"100,0","100,0","100,0","14,0","14,5","13,8",2016
Avesta,Åvestadalskolan,30454178,Kommunal,Historia,77,38,39,"79,2","78,9","79,5","10,8","11,1","10,6",2016
Bengtsfors,Bengtsgården,28484259,Kommunal,Historia,93,44,49,"71,0","75,0","67,3","9,8","10,4","9,3",2016
Bjuv,Jens Billeskolan  7 - 9,63778499,Kommunal,Historia,46,24,22,"82,6",~100,"77,3","11,7","12,6","10,7",2016
Boden,Brönjaskolan,60633912,Kommunal,Historia,92,54,38,"91,3",~100,"86,8","12,9","13,8","11,6",2016
Bollnäs,Granbergsskolan 7-9,55545825,Kommunal,Historia,66,33,33,"75,8","78,8","72,7","9,8","10,2","9,5",2016
Borlänge,Domnarvets skola,91219337,Kommunal,Historia,65,22,43,"81,5","72,7","86,0","11,6","11,3","11,8",2016
Borlänge,Kunskapsskolan Borlänge,70510891,Enskild,Historia,72,45,27,"88,9",~100,~100,"13,7","14,1","13,1",2016
Botkyrka,Botkyrka Friskola F-9,80378022,Enskild,Historia,38,17,21,"52,6","58,8","47,6","7,0","7,6","6,5",2016
Botkyrka,Broängsskolan,38661388,Kommunal,Historia,83,33,50,"90,4",~100,~100,"12,9","12,1","13,4",2016
Botkyrka,Hammerstaskolan,25918983,Kommunal,Historia,35,16,19,"77,1",~100,~100,"10,1","9,2","10,9",2016
Botkyrka,Hammerstaskolan 1GR,54270895,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2016
Bromölla,Dalaskolan Södra,79707757,Kommunal,Historia,45,25,20,"75,6","80,0","70,0","11,6","12,3","10,8",2016
Bräcke,Bräcke skola,63287550,Kommunal,Historia,27,16,11,~100,~100,..,"11,2","11,1","11,4",2016
Båstad,Strandängsskolan 7-9,16148785,Kommunal,Historia,87,48,39,"88,5",~100,"84,6","13,6","13,8","13,5",2016
Danderyd,Fribergaskolan,42986451,Kommunal,Historia,172,74,98,~100,~100,"100,0","15,9","15,8","16,0",2016
Ekerö,Birkaskolan,27595656,Enskild,Historia,30,14,16,~100,"100,0",~100,"14,4","15,7","13,3",2016
Ekerö,Ekebyhovskolan,99373839,Kommunal,Historia,18,..,..,~100,..,..,"14,0",..,..,2016
Ekerö,Träkvista skola,66475520,Kommunal,Historia,49,27,22,"100,0","100,0","100,0","14,9","15,1","14,7",2016
Eksjö,Furulundsskolan,48108874,Kommunal,Historia,33,16,17,~100,~100,~100,"12,0","12,5","11,6",2016
Eksjö,Prästängsskolan A,48457931,Kommunal,Historia,63,27,36,~100,~100,~100,"14,7","15,1","14,4",2016
Eksjö,Prästängsskolan B,98124174,Kommunal,Historia,68,35,33,~100,~100,~100,"14,0","14,1","14,0",2016
Enköping,Bergvretenskolan,56521117,Kommunal,Historia,66,34,32,"100,0","100,0","100,0","15,7","15,8","15,5",2016
Enköping,Fjärdhundraskolan,94821900,Kommunal,Historia,23,12,11,~100,~100,..,"12,0","12,3","11,6",2016
Essunga,Nossebro skola år 6-9,26531220,Kommunal,Historia,48,27,21,~100,~100,~100,"14,5","15,1","13,7",2016
Falkenberg,Skogstorpsskolan 2,71339649,Kommunal,Historia,63,23,40,"87,3",~100,"82,5","12,0","13,7","11,0",2016
Falkenberg,Tullbroskolan 1,56615270,Kommunal,Historia,47,28,19,"83,0","82,1",~100,"11,9","11,4","12,5",2016
Falkenberg,Tullbroskolan 2,59799831,Kommunal,Historia,44,24,20,~100,~100,"100,0","13,8","13,5","14,1",2016
Falköping,Thoren Framtid i Falköping,48252217,Enskild,Historia,26,13,13,"57,7",~100,..,"7,6","11,0","4,2",2016
Falköping,Vartoftaskolan,93035626,Kommunal,Historia,28,13,15,"78,6",~100,~100,"11,4","12,1","10,8",2016
Falun,Hälsinggårdsskolan 7-9,28599917,Kommunal,Historia,125,71,54,"91,2","88,7",~100,"13,3","13,2","13,6",2016
Finspång,Nyhemsskolan 7-9,65487720,Kommunal,Historia,99,44,55,"83,8",~100,"78,2","11,3","12,3","10,5",2016
Forshaga,Forshaga lärcenter H-stadiet,68533503,Kommunal,Historia,100,48,52,"88,0","89,6","86,5","12,9","13,2","12,6",2016
Gislaved,Montessorifriskolan i Gislaved,93436580,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Gotland,Atheneskolan,52229866,Enskild,Historia,50,26,24,~100,~100,"100,0","14,8","15,2","14,3",2016
Gotland,Fårösundsskolan,68188627,Kommunal,Historia,18,..,..,~100,"100,0",..,"12,4","12,7",..,2016
Gotland,Högbyskolan,94163432,Kommunal,Historia,35,18,17,~100,~100,~100,"11,6","12,1","11,2",2016
Gotland,Klinteskolan,24429776,Kommunal,Historia,30,15,15,~100,~100,"100,0","13,3","11,3","15,2",2016
Gotland,Orionskolan,27928506,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Grästorp,Centralskolan Söder 4-9,31381375,Kommunal,Historia,29,17,12,"100,0","100,0","100,0","14,6","14,3","15,0",2016
Gällivare,Sjöparksskolan LMH,24426745,Kommunal,Historia,42,19,23,"100,0","100,0","100,0","14,0","13,9","14,1",2016
Gävle,Bergby Centralskola 1-9,55373417,Kommunal,Historia,30,16,14,"70,0","68,8",~100,"8,6","8,8","8,4",2016
Gävle,Friskolan Lyftet,11476454,Enskild,Historia,10,..,..,..,..,..,"11,3",..,..,2016
Gävle,Trädgårdsskolan GKS,87088456,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Göteborg,Bergums skola 4-9,98771543,Kommunal,Historia,50,20,30,~100,~100,"100,0","13,7","13,3","14,0",2016
Göteborg,Böskolans friskola,83071620,Enskild,Historia,44,24,20,~100,~100,"100,0","16,1","15,4","16,9",2016
Göteborg,Centrina Lindholmen,79866556,Enskild,Historia,69,37,32,~100,~100,~100,"15,5","15,5","15,5",2016
Göteborg,Ebba Petterssons Grundskola,88247874,Enskild,Historia,97,47,50,~100,~100,"100,0","14,9","14,5","15,4",2016
Göteborg,Fenestra S:t Jörgen,27265374,Enskild,Historia,67,39,28,"91,0",~100,~100,"13,2","14,2","11,8",2016
Göteborg,Fiskebäcksskolan 6-9,99641533,Kommunal,Historia,50,26,24,~100,~100,~100,"14,7","14,8","14,6",2016
Göteborg,Flatåsskolan 3,98780126,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2016
Göteborg,Hovåsskolan 7-9,32603156,Kommunal,Historia,105,51,54,"94,3",~100,~100,"15,2","14,6","15,9",2016
Göteborg,ISGR/Swedish-English,80498460,Enskild,Historia,44,23,21,~100,~100,~100,"15,1","15,0","15,1",2016
Göteborg,Johannebergsskolan,69180213,Kommunal,Historia,14,..,..,~100,..,..,"14,6",..,..,2016
Göteborg,Jättestensskolan 2 F-9,55124975,Kommunal,Historia,43,25,18,~100,~100,~100,"13,0","13,5","12,4",2016
Göteborg,Kålltorpsskolan,16954837,Kommunal,Historia,97,45,52,~100,~100,~100,"15,7","14,9","16,4",2016
Göteborg,Lindåsskolan 4-9,61845870,Kommunal,Historia,55,24,31,~100,~100,~100,"15,9","15,9","15,9",2016
Göteborg,Martinaskolan,47927698,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Göteborg,Montessoriskolan Skäret,25894254,Enskild,Historia,21,10,11,~100,..,"100,0","14,8","13,8","15,7",2016
Göteborg,Santosskolan,76261770,Kommunal,Historia,95,47,48,"88,4","89,4","87,5","13,1","13,2","13,1",2016
Göteborg,Torslandaskolan 6-9 spår A,54282652,Kommunal,Historia,94,41,53,"86,2",~100,"81,1","12,2","13,4","11,3",2016
Hagfors,Kyrkhedens skola F-9,76332227,Kommunal,Historia,30,16,14,"83,3",~100,~100,"11,2","10,8","11,6",2016
Hagfors,Älvstranden bildn.centrum 7-9,18315553,Kommunal,Historia,60,27,33,"76,7",~100,"69,7","10,3","11,5","9,4",2016
Hallsberg,Folkasboskolan,99707554,Kommunal,Historia,41,20,21,"75,6","65,0",~100,"9,9","8,4","11,3",2016
Halmstad,Stenstorpsskolan 1,52347444,Kommunal,Historia,37,12,25,~100,~100,~100,"15,5","16,5","15,1",2016
Halmstad,Trönningeskolan 1,86573921,Kommunal,Historia,50,22,28,~100,"100,0",~100,"13,7","14,9","12,7",2016
Halmstad,Vittra Halmstad,61582926,Enskild,Historia,13,..,..,~100,..,..,"10,8",..,..,2016
Halmstad,Wallbergsskolan,42422737,Enskild,Historia,21,..,..,~100,~100,..,"12,6","12,3",..,2016
Haninge,Brandbergsskolan,73184968,Kommunal,Historia,39,28,11,"71,8","64,3",~100,"8,9","8,0","11,1",2016
Haninge,Deltaskolan,73926940,Enskild,Historia,43,21,22,"46,5",..,"54,5","5,9","4,6","7,0",2016
Haninge,Funkis skola,14845171,Enskild,Historia,..,.,..,.,.,.,..,.,..,2016
Haninge,Rudanskolan,17957898,Enskild,Historia,88,53,35,"88,6","86,8",~100,"12,9","12,7","13,1",2016
Hedemora,Olympica,87686617,Enskild,Historia,19,..,..,~100,..,..,"13,0","12,8",..,2016
Hedemora,Vasaskolan 7-9,35494110,Kommunal,Historia,123,57,66,"73,2","75,4","71,2","10,2","10,5","10,0",2016
Helsingborg,Gantofta skola,28424574,Kommunal,Historia,27,11,16,"70,4",..,"62,5","9,5","10,9","8,6",2016
Helsingborg,Högastensskolan,13175575,Kommunal,Historia,80,31,49,"88,8",~100,"83,7","12,7","12,7","12,7",2016
Helsingborg,Sally Bauerskolans Högstadium,53515359,Enskild,Historia,39,22,17,~100,~100,"100,0","14,0","13,6","14,4",2016
Helsingborg,Slottsvångsskolan,63957271,Kommunal,Historia,18,..,..,~100,..,..,"13,3",..,..,2016
Hjo,Guldkroksskolan 7-9,81342093,Kommunal,Historia,82,39,43,"84,1","82,1","86,0","11,5","11,7","11,3",2016
Huddinge,Annerstaskolan,79012683,Kommunal,Historia,63,25,38,"87,3",~100,"81,6","11,7","11,7","11,8",2016
Huddinge,Balingsnässkolan,13654969,Kommunal,Historia,53,27,26,~100,~100,"100,0","15,2","14,3","16,3",2016
Huddinge,Edboskolan,98477278,Kommunal,Historia,71,40,31,~100,~100,~100,"13,9","14,3","13,3",2016
Huddinge,Källbrinksskolan,41213404,Kommunal,Historia,102,47,55,"92,2",~100,~100,"13,4","13,3","13,5",2016
Huddinge,Rosenhillskolan,16654786,Kommunal,Historia,..,.,..,.,.,.,..,.,..,2016
Huddinge,Segeltorpsskolan,15483394,Kommunal,Historia,73,39,34,"91,8",~100,~100,"14,1","14,6","13,5",2016
Huddinge,Södertörns friskola,22019000,Enskild,Historia,120,67,53,~100,~100,~100,"15,1","15,0","15,3",2016
Hudiksvall,Delsbo waldorfskola,22518275,Enskild,Historia,..,..,.,..,..,.,..,..,.,2016
Hudiksvall,Hudikskolan 7-9,77537602,Enskild,Historia,60,28,32,"73,3","71,4","75,0","9,4","8,8","10,0",2016
Hultsfred,Prolympia Virserum,12289594,Enskild,Historia,42,20,22,"81,0","70,0",~100,"11,8","9,5","13,9",2016
Hylte,Örnaskolan 2,74001260,Kommunal,Historia,70,34,36,"81,4","85,3","77,8","11,4","12,2","10,6",2016
Hylte,Örnaskolan 3,80477825,Kommunal,Historia,18,..,..,~100,..,"100,0","12,4",..,"12,5",2016
Håbo,Futurum,61956762,Kommunal,Historia,88,48,40,"75,0","72,9","77,5","10,1","10,1","10,2",2016
Härnösand,Gerestaskolan åk 7-9,71734314,Kommunal,Historia,51,16,35,"90,2",~100,~100,"13,8","11,4","14,9",2016
Härnösand,Kiörningskolan,13510547,Kommunal,Historia,53,30,23,"90,6",~100,~100,"12,5","13,4","11,2",2016
Härryda,Båtsmansskolan,37772170,Kommunal,Historia,59,22,37,"100,0","100,0","100,0","16,6","16,7","16,6",2016
Härryda,"Fridaskolan, Härryda",27274628,Enskild,Historia,74,34,40,~100,~100,~100,"15,7","15,4","15,9",2016
Härryda,Landvetterskolan 1,98934110,Kommunal,Historia,77,37,40,"88,3","86,5",~100,"13,3","13,6","13,0",2016
Hässleholm,Silviaskolan 1-9,65408331,Kommunal,Historia,..,..,..,..,..,..,..,..,..,2016
Höganäs,Tonlyckeskolan 7-9,36274763,Kommunal,Historia,28,18,10,~100,~100,..,"14,3","14,4","14,0",2016
Höör,Emiliaskolan Höörs waldorfsk.,63846783,Enskild,Historia,20,..,..,~100,..,~100,"13,1",..,"13,3",2016
Jokkmokk,Östra skolan,86851817,Kommunal,Historia,35,20,15,~100,"100,0",~100,"14,1","15,4","12,5",2016
Järfälla,Viksjöskolan,98925408,Kommunal,Historia,131,67,64,"93,9",~100,~100,"13,3","13,6","13,0",2016
Järfälla,Vittra Jakobsberg,66634449,Enskild,Historia,42,23,19,"85,7",~100,"73,7","12,4","14,5","10,0",2016
Jönköping,Flahultsskolan,28849109,Kommunal,Historia,112,52,60,"90,2","84,6",~100,"12,9","12,5","13,3",2016
Jönköping,Sanda idrottshögstadium,98088982,Kommunal,Historia,75,36,39,~100,~100,~100,"14,8","15,1","14,6",2016
Jönköping,Stadsgårdsskolan,12759583,Kommunal,Historia,63,33,30,"71,4","78,8","63,3","9,4","10,3","8,3",2016
Kalmar,Falkenbergsskolan,99856371,Kommunal,Historia,68,39,29,"100,0","100,0","100,0","15,5","15,8","15,2",2016
Kalmar,Kalmarsundsskolan,24092221,Kommunal,Historia,98,51,47,"94,9",~100,~100,"13,9","14,2","13,6",2016
Kalmar,Södra skolan,13936858,Enskild,Historia,65,30,35,"90,8",~100,~100,"14,2","14,2","14,3",2016
Kalmar,Västra Skolan Kalmar,94235119,Enskild,Historia,26,..,..,~100,..,~100,"13,5",..,"12,6",2016
Karlsborg,Carl Johanskolan,34231336,Kommunal,Historia,55,26,29,"89,1",~100,"82,8","12,8","13,9","11,8",2016
Karlshamn,Stenbackaskolan,16767324,Kommunal,Historia,59,22,37,~100,"100,0",~100,"13,4","14,4","12,8",2016
Karlskoga,Bregårdsskolan åk 7-9,71762216,Kommunal,Historia,98,45,53,"91,8",~100,~100,"13,2","13,2","13,3",2016
Karlskoga,Skrantaskolan,65654358,Kommunal,Historia,120,64,56,"80,8","85,9","75,0","11,2","12,2","10,0",2016
Karlskrona,Friskolan Svettpärlan,93964634,Enskild,Historia,26,..,..,~100,..,~100,"12,3",..,"11,9",2016
Karlskrona,Galären Dator o Teknik,64959079,Enskild,Historia,14,..,..,"100,0",..,"100,0","16,4",..,"16,7",2016
Karlskrona,Galären Hälsa och Idrott,66984600,Enskild,Historia,38,16,22,"81,6",~100,"77,3","11,1","11,6","10,8",2016
Karlskrona,Jändelskolan 7-9,20104552,Kommunal,Historia,81,29,52,"91,4",~100,"88,5","12,7","13,2","12,5",2016
Karlskrona,Karlskrona Montessorifriskola,67509465,Enskild,Historia,22,12,10,~100,"100,0",..,"15,0","16,7","13,0",2016
Karlstad,Hultsbergsskolan 6-9,99406709,Kommunal,Historia,69,34,35,"88,4",~100,~100,"13,3","13,9","12,8",2016
Karlstad,Vålbergsskolan 4-9,80659104,Kommunal,Historia,37,19,18,"78,4","73,7",~100,"10,6","10,0","11,3",2016
Kiruna,Friluftsskolan Vargen,73281949,Enskild,Historia,20,..,..,"100,0","100,0",..,"14,0","13,1",..,2016
Kiruna,Triangelskolan,14938538,Kommunal,Historia,23,..,..,~100,..,~100,"12,9",..,"12,1",2016
Klippan,PeterSvenskolan Klippan,39391255,Enskild,Historia,41,24,17,"73,2","70,8",~100,"10,2","10,4","10,0",2016
Kramfors,Gudmundråskolan,11159060,Kommunal,Historia,82,45,37,"81,7","82,2","81,1","11,7","12,1","11,4",2016
Kramfors,Högakustenskolan,75515918,Kommunal,Historia,51,27,24,"100,0","100,0","100,0","13,6","14,3","12,8",2016
Kristianstad,Fröknegårdskolan H1,80871896,Kommunal,Historia,49,28,21,~100,~100,~100,"14,0","14,4","13,5",2016
Kristianstad,Rönnowskolan MH,13756290,Kommunal,Historia,53,29,24,"100,0","100,0","100,0","15,9","16,0","15,8",2016
Kristianstad,Slättängsskolan H,63356940,Kommunal,Historia,60,34,26,"75,0","64,7",~100,"10,5","9,6","11,6",2016
Kristianstad,Spängerskolan MH,63749463,Kommunal,Historia,21,..,..,~100,..,"100,0","13,7",..,"14,2",2016
Kristianstad,Väskolan MH,75922665,Kommunal,Historia,41,14,27,~100,~100,~100,"12,4","12,7","12,2",2016
Krokom,Nyhedens skola,40025257,Kommunal,Historia,60,23,37,"83,3",~100,"81,1","11,1","11,8","10,6",2016
Kumla,Skogstorpsskolan 6-9,44243725,Kommunal,Historia,121,51,70,"86,8",~100,"80,0","12,9","14,3","11,9",2016
Kungsbacka,Kapareskolan E-H,84111198,Kommunal,Historia,41,21,20,~100,~100,"100,0","14,9","14,0","15,8",2016
Kungsbacka,Nova Montessoriskola,47832100,Enskild,Historia,28,16,12,"100,0","100,0","100,0","14,6","16,1","12,7",2016
Kungsbacka,Smedingeskolan A,68861484,Kommunal,Historia,63,30,33,~100,"100,0",~100,"13,5","14,3","12,9",2016
Kungsbacka,Särö skola 4-9,72090315,Kommunal,Historia,58,26,32,~100,~100,~100,"13,4","14,2","12,7",2016
Kungsbacka,Varlaskolan norra,37101902,Kommunal,Historia,67,26,41,~100,"100,0",~100,"13,7","14,1","13,4",2016
Kungälv,Friskolan i Kärna,25790317,Enskild,Historia,33,15,18,"84,8",~100,~100,"11,7","12,2","11,4",2016
Kungälv,Strandskolan,21917957,Enskild,Historia,23,..,..,"100,0",..,"100,0","16,2",..,"15,9",2016
Laholm,Veingeskolan 7-9,95134514,Kommunal,Historia,85,39,46,"82,4",~100,"76,1","11,2","12,8","9,8",2016
Landskrona,Landskrona BoIS Fotbollsakademi,70072964,Enskild,Historia,25,.,25,"76,0",.,"76,0","9,0",.,"9,0",2016
Landskrona,Västervångskolan F-9,29541747,Kommunal,Historia,111,57,54,"83,8","82,5","85,2","12,0","11,7","12,4",2016
Lerum,Alléskolan skolenhet Ask,51403955,Kommunal,Historia,50,20,30,"90,0",~100,~100,"12,4","12,4","12,3",2016
Lerum,Alléskolan skolenhet Bok,57470446,Kommunal,Historia,56,26,30,"100,0","100,0","100,0","15,4","15,1","15,8",2016
Lidingö,Christinaskolan,46097781,Enskild,Historia,46,19,27,"100,0","100,0","100,0","15,6","15,8","15,5",2016
Lidingö,Käppala skola,20137688,Kommunal,Historia,53,32,21,~100,"100,0",~100,"16,4","16,7","15,8",2016
Lidingö,Torsviks skola 7-9,45104329,Kommunal,Historia,111,39,72,~100,"100,0",~100,"16,4","16,4","16,4",2016
Lidköping,Rudenschöldskolan,52152242,Kommunal,Historia,137,66,71,~100,~100,~100,"14,9","15,5","14,4",2016
Lilla Edet,Fuxernaskolan 7-9,22512947,Kommunal,Historia,81,40,41,"76,5","75,0","78,0","10,3","9,9","10,6",2016
Lilla Edet,"Nya Skolan, Lilla Edet",74771085,Enskild,Historia,12,..,..,~100,..,..,"12,1",..,..,2016
Lindesberg,Stadsskogsskolan 1,11576148,Kommunal,Historia,57,26,31,"86,0",~100,~100,"11,8","11,5","12,0",2016
Lindesberg,Stadsskogsskolan 2,29424201,Kommunal,Historia,54,23,31,"87,0",~100,"80,6","11,6","13,2","10,4",2016
Lindesberg,Storåskolan,88486410,Kommunal,Historia,40,16,24,"80,0",~100,"75,0","11,4","13,1","10,3",2016
Linköping,Berzeliusskolan 6,39169577,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2016
Linköping,Björkö friskola,78992223,Enskild,Historia,19,..,..,~100,"100,0",..,"13,4","14,5",..,2016
Linköping,Engelska Skolan i Linköping,82086591,Enskild,Historia,136,62,74,"91,2","87,1",~100,"13,4","12,9","13,9",2016
Linköping,Klara Privata skola Linköping,31658010,Enskild,Historia,36,22,14,"86,1",~100,~100,"12,4","13,0","11,4",2016
Linköping,Linghemsskolan,93274980,Kommunal,Historia,70,39,31,"91,4",~100,~100,"13,0","13,8","11,9",2016
Linköping,Skäggetorpskolan,46577157,Kommunal,Historia,78,40,38,"60,3","55,0","65,8","7,5","6,8","8,4",2016
Linköping,Stångåskolan,25519969,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2016
Linköping,Tinnerbäcksskolan,24877681,Kommunal,Historia,..,..,..,..,..,.,..,..,..,2016
Ljungby,Kungshögsskolan 3,96958960,Kommunal,Historia,61,33,28,"85,2",~100,"78,6","12,0","13,5","10,4",2016
Ljungby,Åbyskolan 2,75853223,Kommunal,Historia,47,22,25,~100,~100,~100,"14,0","15,0","13,1",2016
Ljusdal,Los skola,87366152,Kommunal,Historia,..,..,..,..,..,..,..,..,..,2016
Lomma,Rutsborgskolan,19570704,Kommunal,Historia,50,28,22,"100,0","100,0","100,0","16,3","17,1","15,1",2016
Ludvika,Kyrkskolan 7-9,28230949,Kommunal,Historia,112,54,58,"85,7","85,2","86,2","12,2","12,1","12,3",2016
Ludvika,Lorensbergaskolan 7-9,47736072,Kommunal,Historia,97,45,52,"73,2","75,6","71,2","9,2","9,4","8,9",2016
Luleå,Hertsöskolan 7-9,15579589,Kommunal,Historia,72,37,35,"91,7",~100,~100,"13,6","12,9","14,4",2016
Luleå,Stadsöskolan 7-9,95536453,Kommunal,Historia,81,36,45,"92,6",~100,~100,"12,6","12,9","12,4",2016
Luleå,Tunaskolan 7-9,43539193,Kommunal,Historia,33,13,20,"60,6",..,"60,0","8,1","8,1","8,1",2016
Luleå,Örnässkolan 7-9,20104143,Kommunal,Historia,54,25,29,"87,0",~100,~100,"12,0","11,7","12,3",2016
Lund,Järnåkraskolan 4-9,39307298,Kommunal,Historia,86,31,55,~100,~100,"100,0","14,8","14,6","15,0",2016
Lund,Sankt Thomas Skola,28753548,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Lund,Tunaskolan 6-9,76684064,Kommunal,Historia,80,39,41,~100,~100,~100,"16,8","16,8","16,8",2016
Lund,Vikingaskolan,68201054,Kommunal,Historia,23,..,..,"78,3",~100,..,"11,3","12,3",..,2016
Malmö,Augustenborgsskolan,89876778,Kommunal,Historia,85,34,51,"76,5","76,5","76,5","9,9","9,6","10,0",2016
Malmö,Gottorpskolan,56363473,Kommunal,Historia,92,48,44,"94,6",~100,~100,"14,5","14,9","13,9",2016
Malmö,Höjaskolan,99835038,Kommunal,Historia,46,18,28,"82,6",~100,"75,0","10,7","12,5","9,6",2016
Malmö,Kirsebergsskolan,25054799,Kommunal,Historia,63,36,27,"73,0","72,2","74,1","10,4","9,9","11,1",2016
Malmö,Malmö International School,56446897,Kommunal,Historia,32,14,18,~100,~100,"100,0","13,9","13,0","14,6",2016
Malmö,Malmö Montessoriskola,13299659,Enskild,Historia,31,14,17,~100,~100,"100,0","15,7","15,0","16,3",2016
Malmö,Möllevångsskolan,88590084,Kommunal,Historia,26,11,15,"69,2",..,~100,"9,0","8,2","9,7",2016
Malmö,Rönnenskolan,93599910,Kommunal,Historia,69,30,39,"92,8",~100,~100,"13,3","10,8","15,3",2016
Malmö,"Rörsjöskolan 2, Zenith",83861471,Kommunal,Historia,35,18,17,"85,7",~100,~100,"12,6","13,3","11,9",2016
Malmö,Slottsstadens skola,92862757,Kommunal,Historia,121,66,55,"93,4",~100,~100,"14,4","14,5","14,2",2016
Malmö,Sveaskolan,54725950,Enskild,Historia,71,33,38,~100,"100,0",~100,"15,8","15,6","16,0",2016
Malmö,Vittra Västra hamnen,13495830,Enskild,Historia,25,13,12,"80,0",..,~100,"11,3","9,8","12,9",2016
Malmö,Ängsdals skola,34314029,Enskild,Historia,26,..,..,~100,..,"100,0","15,6",..,"16,6",2016
Malung-Sälen,Ungärde skola,17208837,Kommunal,Historia,27,14,13,"100,0","100,0","100,0","13,7","15,2","12,1",2016
Malå,Nilaskolan 7-9,28454424,Kommunal,Historia,38,18,20,~100,~100,~100,"12,6","12,6","12,5",2016
Mariestad,Tunaholmsskolan,48016437,Kommunal,Historia,80,36,44,"90,0",~100,"84,1","13,0","14,0","12,2",2016
Mark,Sätilaskolan 7-9,90548647,Kommunal,Historia,71,33,38,"100,0","100,0","100,0","14,4","15,0","13,9",2016
Markaryd,Markaryds skola,95156827,Kommunal,Historia,74,42,32,"86,5","88,1","84,4","11,9","12,4","11,1",2016
Markaryd,Strömsnässkolan,59001324,Kommunal,Historia,26,14,12,"100,0","100,0","100,0","14,8","14,6","15,0",2016
Mjölby,Blåklintskolan,27259736,Kommunal,Historia,34,17,17,"64,7","64,7","64,7","9,0","8,4","9,6",2016
Mjölby,Vifolkaskolan 7-9,16727370,Kommunal,Historia,78,41,37,"92,3",~100,~100,"14,4","15,1","13,5",2016
Mora,Noretsskolan 7-9,68663553,Kommunal,Historia,71,44,27,~100,~100,~100,"13,0","13,2","12,6",2016
Motala,Skolgårda skola 7-9,82224915,Kommunal,Historia,25,..,..,~100,..,"100,0","13,0",..,"13,6",2016
Motala,Södra skolan 7-9,69769596,Kommunal,Historia,54,22,32,"88,9",~100,~100,"12,3","12,2","12,3",2016
Mölndal,Växthuset,42908622,Enskild,Historia,39,11,28,"87,2",~100,~100,"12,8","13,6","12,4",2016
Mörbylånga,Skansenskolan 4-9,39083762,Kommunal,Historia,95,46,49,"91,6","84,8",~100,"12,6","11,5","13,7",2016
Nacka,Björknässkolan,75834458,Kommunal,Historia,116,57,59,"95,7",~100,~100,"14,5","14,6","14,3",2016
Nacka,Kunskapsskolan Nacka,87425546,Enskild,Historia,94,43,51,"100,0","100,0","100,0","17,5","17,6","17,5",2016
Nacka,Kunskapsskolan Saltsjöbaden,11496096,Enskild,Historia,37,16,21,"100,0","100,0","100,0","16,8","16,7","16,8",2016
Nacka,Skuru skola,85321366,Kommunal,Historia,97,46,51,~100,~100,~100,"15,7","16,1","15,3",2016
Nacka,Snitz Grundskola Nacka,82438535,Enskild,Historia,11,..,..,..,..,..,"8,9",..,..,2016
Nacka,Vittra Saltsjö-Boo,44802890,Enskild,Historia,..,..,..,..,..,..,..,..,..,2016
Nordmaling,Artediskolan åk 6-9,58185455,Kommunal,Historia,74,38,36,"75,7","81,6","69,4","10,5","11,6","9,2",2016
Norrköping,Borgsmoskolan,26387738,Kommunal,Historia,49,20,29,"57,1","50,0","62,1","7,0","6,1","7,6",2016
Norrköping,Ektorpsskolan 1,12079022,Kommunal,Historia,..,.,..,..,.,..,..,.,..,2016
Norrköping,Ektorpsskolan 2,37133485,Kommunal,Historia,114,56,58,"77,2","73,2","81,0","10,6","10,1","11,1",2016
